"Sender.HC","Receiver.HC","Weight","Year","n","sum.value","avg.value.pair","sum.value.cnst","avg.value.pair.cnst"
"LHC","LHC","adjacent",1995,2,244.51,122.255,486.89,243.445
"LHC","LHC","adjacent",1996,2,284.31,142.155,501.18,250.59
"LHC","LHC","adjacent",1997,4,244.38,61.095,465.07,116.2675
"LHC","LHC","adjacent",1998,4,271.62,67.905,610.48,152.62
"LHC","LHC","adjacent",1999,4,181.94,45.485,383.21,95.8025
"LHC","LHC","adjacent",2000,2,212.83,106.415,486.85,243.425
"LHC","LHC","adjacent",2001,3,190.91,63.6366666666667,455.97,151.99
"LHC","LHC","adjacent",2002,3,224.31,74.77,495.2,165.066666666667
"LHC","LHC","adjacent",2003,3,245.44,81.8133333333333,456.69,152.23
"LHC","LHC","adjacent",2004,3,285.64,95.2133333333333,457.47,152.49
"LHC","LHC","adjacent",2005,4,273.44,68.36,407.1,101.775
"LHC","LHC","adjacent",2006,4,274.61,68.6525,397.48,99.37
"LHC","LHC","adjacent",2007,4,322.38,80.595,408.79,102.1975
"LHC","LHC","adjacent",2008,5,376.82,75.364,450.01,90.002
"LHC","LHC","adjacent",2009,5,336.03,67.206,421.81,84.362
"LHC","LHC","adjacent",2010,5,429,85.8,442.62,88.524
"LHC","LHC","adjacent",2011,2,543.64,271.82,476.85,238.425
"LHC","LHC","adjacent",2012,3,536.52,178.84,476,158.666666666667
"LHC","LHC","adjacent",2013,3,526.62,175.54,491.97,163.99
"LHC","LHC","adjacent",2014,4,483.11,120.7775,479.8,119.95
"LHC","LHC","adjacent",2015,4,492.59,123.1475,580.17,145.0425
"LHC","LHC","adjacent",2016,4,431.82,107.955,507.72,126.93
"LHC","LHC","adjacent",2017,7,505.57,72.2242857142857,557.25,79.6071428571429
"LHC","LHC","adjacent",2018,7,514.95,73.5642857142857,567.65,81.0928571428571
"LHC","LHC","adjacent",2019,6,469.69,78.2816666666667,535.79,89.2983333333333
"LHC","LHC","adjacent",2020,7,423.34,60.4771428571429,479.94,68.5628571428571
"LHC","LHC","adjacent",2021,7,664.39,94.9128571428571,664.39,94.9128571428571
"LHC","LHC","distant",1988,120,4474.54,37.2878333333333,8704.92,72.541
"LHC","LHC","distant",1989,130,4639.27,35.6866923076923,8840.44,68.0033846153846
"LHC","LHC","distant",1990,128,6871.69,53.685078125,12174.27,95.111484375
"LHC","LHC","distant",1991,146,7689.99,52.6711643835616,13377.24,91.6249315068493
"LHC","LHC","distant",1992,166,7128.78,42.9444578313253,11756.11,70.8199397590361
"LHC","LHC","distant",1993,169,5705.34,33.7594082840237,9310.76,55.0932544378698
"LHC","LHC","distant",1994,190,5778.99,30.4157368421053,9215.86,48.5045263157895
"LHC","LHC","distant",1995,164,4613.65,28.1320121951219,6824.51,41.6128658536585
"LHC","LHC","distant",1996,169,5772.99,34.1597041420118,8835.19,52.2792307692308
"LHC","LHC","distant",1997,193,4502.64,23.3297409326425,7028.98,36.419585492228
"LHC","LHC","distant",1998,198,4556.09,23.0105555555556,7112.95,35.9239898989899
"LHC","LHC","distant",1999,187,4852.38,25.9485561497326,7563.67,40.4474331550802
"LHC","LHC","distant",2000,203,4349.83,21.4277339901478,6921.58,34.0964532019704
"LHC","LHC","distant",2001,213,4398.17,20.6486854460094,6858.89,32.2013615023474
"LHC","LHC","distant",2002,209,6798.68,32.5295693779904,10347.3,49.5086124401914
"LHC","LHC","distant",2003,202,11117.97,55.0394554455446,15796.06,78.1983168316832
"LHC","LHC","distant",2004,206,10348.65,50.2361650485437,14204.89,68.9557766990291
"LHC","LHC","distant",2005,197,20454.21,103.82847715736,27174.17,137.939949238579
"LHC","LHC","distant",2006,202,17714.29,87.6945049504951,22550.25,111.634900990099
"LHC","LHC","distant",2007,204,13825.39,67.7715196078431,16966.49,83.169068627451
"LHC","LHC","distant",2008,226,14021.02,62.0399115044248,17052.59,75.4539380530973
"LHC","LHC","distant",2009,233,15943.2,68.4257510729614,19217.07,82.47669527897
"LHC","LHC","distant",2010,234,14397.05,61.5258547008547,17269.99,73.8033760683761
"LHC","LHC","distant",2011,239,18312.55,76.6215481171548,21050.88,88.0789958158996
"LHC","LHC","distant",2012,232,16147.26,69.6002586206897,18283.49,78.8081465517241
"LHC","LHC","distant",2013,234,14863.22,63.5180341880342,16770.52,71.6688888888889
"LHC","LHC","distant",2014,229,15004.49,65.5217903930131,16696.32,72.9096943231441
"LHC","LHC","distant",2015,229,13755.57,60.0679912663755,15622.67,68.2212663755459
"LHC","LHC","distant",2016,227,14137.43,62.2794273127753,15926.73,70.1618061674009
"LHC","LHC","distant",2017,242,15517.34,64.1212396694215,17116.97,70.7312809917355
"LHC","LHC","distant",2018,242,15955.99,65.9338429752066,17096.56,70.6469421487603
"LHC","LHC","distant",2019,240,14957.6,62.3233333333333,15954.37,66.4765416666667
"LHC","LHC","distant",2020,239,16635.68,69.6053556485356,17430.87,72.932510460251
"LHC","LHC","distant",2021,252,19322.1,76.675,19322.1,76.675
"LHC","NHC","adjacent",2005,1,0.08,0.08,0.09,0.09
"LHC","NHC","adjacent",2014,1,0.13,0.13,0.13,0.13
"LHC","NHC","adjacent",2015,1,0.09,0.09,0.1,0.1
"LHC","NHC","adjacent",2016,1,0.19,0.19,0.22,0.22
"LHC","NHC","adjacent",2017,2,0.45,0.225,0.51,0.255
"LHC","NHC","adjacent",2018,2,0.67,0.335,0.73,0.365
"LHC","NHC","adjacent",2019,2,0.24,0.12,0.26,0.13
"LHC","NHC","adjacent",2020,2,0.4,0.2,0.43,0.215
"LHC","NHC","adjacent",2021,2,1.13,0.565,1.13,0.565
"LHC","NHC","distant",1988,47,942.97,20.0631914893617,1699.72,36.1642553191489
"LHC","NHC","distant",1989,46,1095.33,23.8115217391304,2007.02,43.6308695652174
"LHC","NHC","distant",1990,44,1326.49,30.1475,2073.71,47.1297727272727
"LHC","NHC","distant",1991,64,1263.99,19.74984375,1976.11,30.87671875
"LHC","NHC","distant",1992,76,1197.03,15.7503947368421,1759.68,23.1536842105263
"LHC","NHC","distant",1993,81,1381.65,17.0574074074074,2129.71,26.2927160493827
"LHC","NHC","distant",1994,87,1604.6,18.4436781609195,2390.06,27.4719540229885
"LHC","NHC","distant",1995,83,1236.39,14.896265060241,1684.27,20.2924096385542
"LHC","NHC","distant",1996,81,1464.32,18.078024691358,2038.11,25.1618518518519
"LHC","NHC","distant",1997,90,1165.05,12.945,1752.65,19.4738888888889
"LHC","NHC","distant",1998,88,947.97,10.7723863636364,1439.85,16.3619318181818
"LHC","NHC","distant",1999,88,1432.25,16.2755681818182,2252.61,25.5978409090909
"LHC","NHC","distant",2000,94,1208.47,12.8560638297872,1965.49,20.9094680851064
"LHC","NHC","distant",2001,87,1137.12,13.0703448275862,1808.31,20.7851724137931
"LHC","NHC","distant",2002,87,1861.19,21.3929885057471,2831.53,32.5463218390805
"LHC","NHC","distant",2003,84,1633.67,19.4484523809524,2270.91,27.0346428571429
"LHC","NHC","distant",2004,87,1918.23,22.0486206896552,2457.13,28.2428735632184
"LHC","NHC","distant",2005,86,2315.2,26.9209302325581,2844.73,33.0782558139535
"LHC","NHC","distant",2006,82,1685.33,20.5528048780488,2031.39,24.7730487804878
"LHC","NHC","distant",2007,87,1516.43,17.4302298850575,1718.39,19.7516091954023
"LHC","NHC","distant",2008,88,2208.77,25.0996590909091,2436.77,27.6905681818182
"LHC","NHC","distant",2009,85,1814.36,21.3454117647059,2089.74,24.5851764705882
"LHC","NHC","distant",2010,101,2770.28,27.4285148514851,3076.7,30.4623762376238
"LHC","NHC","distant",2011,106,1981.87,18.6968867924528,2196.42,20.7209433962264
"LHC","NHC","distant",2012,103,2432.09,23.6125242718447,2728.11,26.4865048543689
"LHC","NHC","distant",2013,106,2242.42,21.1549056603774,2472.23,23.3229245283019
"LHC","NHC","distant",2014,106,2259.17,21.3129245283019,2439.15,23.0108490566038
"LHC","NHC","distant",2015,104,2069.82,19.9021153846154,2356.17,22.6554807692308
"LHC","NHC","distant",2016,101,1683.08,16.6641584158416,1898.02,18.7922772277228
"LHC","NHC","distant",2017,105,1939.82,18.4744761904762,2143.66,20.4158095238095
"LHC","NHC","distant",2018,102,2258.23,22.1395098039216,2406.04,23.5886274509804
"LHC","NHC","distant",2019,101,2388.03,23.6438613861386,2569.7,25.4425742574257
"LHC","NHC","distant",2020,101,2566.15,25.4074257425743,2689.55,26.6292079207921
"LHC","NHC","distant",2021,107,2838.11,26.5243925233645,2838.11,26.5243925233645
"NHC","HHC","distant",1988,460,2826.27,6.1440652173913,5292.44,11.5053043478261
"NHC","HHC","distant",1989,449,2525.03,5.62367483296214,4818.53,10.7316926503341
"NHC","HHC","distant",1990,486,3988.34,8.20646090534979,6467.47,13.3075514403292
"NHC","HHC","distant",1991,491,3459.86,7.04655804480652,5476.84,11.1544602851324
"NHC","HHC","distant",1992,504,2862.98,5.68051587301587,4281.76,8.49555555555556
"NHC","HHC","distant",1993,550,2709.96,4.9272,4352.09,7.91289090909091
"NHC","HHC","distant",1994,571,3019.75,5.2885288966725,4693.28,8.21940455341506
"NHC","HHC","distant",1995,600,2977.05,4.96175,4135.48,6.89246666666667
"NHC","HHC","distant",1996,570,3499.19,6.1389298245614,4880.06,8.56150877192982
"NHC","HHC","distant",1997,591,2899.33,4.90580372250423,4514.91,7.63944162436548
"NHC","HHC","distant",1998,616,2917.55,4.73628246753247,4610.48,7.48454545454545
"NHC","HHC","distant",1999,614,2799,4.5586319218241,4514.95,7.35333876221498
"NHC","HHC","distant",2000,627,2693.45,4.29577352472089,4717.09,7.52326953748006
"NHC","HHC","distant",2001,641,3003.19,4.68516380655226,5370.7,8.3786271450858
"NHC","HHC","distant",2002,648,3038.9,4.68966049382716,5079.8,7.8391975308642
"NHC","HHC","distant",2003,668,3818.41,5.71618263473054,5381.92,8.05676646706587
"NHC","HHC","distant",2004,684,4358.34,6.37184210526316,5494.86,8.03342105263158
"NHC","HHC","distant",2005,668,5145.01,7.70211077844311,6318.27,9.4584880239521
"NHC","HHC","distant",2006,677,5208.87,7.69404726735598,6107.12,9.02085672082718
"NHC","HHC","distant",2007,692,6136.49,8.86776011560694,6513.84,9.41306358381503
"NHC","HHC","distant",2008,714,7119.06,9.97067226890756,7179.35,10.0551120448179
"NHC","HHC","distant",2009,726,5968.18,8.22063360881543,6416.56,8.83823691460055
"NHC","HHC","distant",2010,738,6079.07,8.23722222222222,6448.86,8.73829268292683
"NHC","HHC","distant",2011,749,6570.23,8.77200267022697,6472.95,8.64212283044059
"NHC","HHC","distant",2012,743,5952.49,8.0114266487214,6071.56,8.17168236877524
"NHC","HHC","distant",2013,747,6837.04,9.1526639892905,6797.29,9.09945113788487
"NHC","HHC","distant",2014,714,8933.19,12.5114705882353,8836.32,12.3757983193277
"NHC","HHC","distant",2015,740,8102.93,10.9499054054054,9151.48,12.3668648648649
"NHC","HHC","distant",2016,741,9892.72,13.3504993252362,11522.11,15.5494062078273
"NHC","HHC","distant",2017,768,10087.58,13.1348697916667,11539.7,15.0256510416667
"NHC","HHC","distant",2018,744,12471.17,16.7623252688172,13507.02,18.1545967741935
"NHC","HHC","distant",2019,774,9188.51,11.8714599483204,10291.7,13.2967700258398
"NHC","HHC","distant",2020,816,10062.14,12.3310539215686,10916.37,13.3779044117647
"NHC","HHC","distant",2021,845,9055.39,10.7164378698225,9055.39,10.7164378698225
"NHC","LHC","adjacent",1989,3,0.12,0.04,0.21,0.07
"NHC","LHC","adjacent",1990,3,35.98,11.9933333333333,57.42,19.14
"NHC","LHC","adjacent",1991,3,10.09,3.36333333333333,15.49,5.16333333333333
"NHC","LHC","adjacent",1992,2,0.84,0.42,1.22,0.61
"NHC","LHC","adjacent",1993,3,5.2,1.73333333333333,7.76,2.58666666666667
"NHC","LHC","adjacent",1994,3,10.53,3.51,15.88,5.29333333333333
"NHC","LHC","adjacent",1995,2,12.56,6.28,16.53,8.265
"NHC","LHC","adjacent",1996,3,5.44,1.81333333333333,7.43,2.47666666666667
"NHC","LHC","adjacent",1997,4,4.7,1.175,7.16,1.79
"NHC","LHC","adjacent",1998,2,3.79,1.895,5.95,2.975
"NHC","LHC","adjacent",1999,3,3.18,1.06,5.18,1.72666666666667
"NHC","LHC","adjacent",2000,2,2.57,1.285,4.78,2.39
"NHC","LHC","adjacent",2001,3,2.69,0.896666666666667,5.04,1.68
"NHC","LHC","adjacent",2002,3,4.21,1.40333333333333,7.34,2.44666666666667
"NHC","LHC","adjacent",2003,5,6.49,1.298,9.19,1.838
"NHC","LHC","adjacent",2004,5,4.52,0.904,5.8,1.16
"NHC","LHC","adjacent",2005,2,0.72,0.36,0.87,0.435
"NHC","LHC","adjacent",2006,3,0.56,0.186666666666667,0.65,0.216666666666667
"NHC","LHC","adjacent",2007,2,0.43,0.215,0.45,0.225
"NHC","LHC","adjacent",2008,3,4.48,1.49333333333333,4.64,1.54666666666667
"NHC","LHC","adjacent",2009,2,0.57,0.285,0.58,0.29
"NHC","LHC","adjacent",2010,2,2.13,1.065,2.26,1.13
"NHC","LHC","adjacent",2011,2,1.79,0.895,1.81,0.905
"NHC","LHC","adjacent",2012,2,2.37,1.185,2.45,1.225
"NHC","LHC","adjacent",2013,2,2.22,1.11,2.27,1.135
"NHC","LHC","adjacent",2014,2,3.49,1.745,3.56,1.78
"NHC","LHC","adjacent",2015,2,3.12,1.56,3.53,1.765
"NHC","LHC","adjacent",2016,2,86.85,43.425,99.11,49.555
"NHC","LHC","adjacent",2017,2,17.58,8.79,19.69,9.845
"NHC","LHC","adjacent",2018,1,0.03,0.03,0.03,0.03
"NHC","LHC","adjacent",2019,3,14.89,4.96333333333333,16.31,5.43666666666667
"NHC","LHC","adjacent",2020,3,11.12,3.70666666666667,11.82,3.94
"NHC","LHC","adjacent",2021,3,43.74,14.58,43.74,14.58
"NHC","LHC","distant",1988,429,5537.89,12.9088344988345,10488.37,24.4484149184149
"NHC","LHC","distant",1989,429,5803.48,13.5279254079254,11020.43,25.688648018648
"NHC","LHC","distant",1990,481,9055.07,18.8255093555094,14681.61,30.5230977130977
"NHC","LHC","distant",1991,495,8467.53,17.1061212121212,13434.85,27.1411111111111
"NHC","LHC","distant",1992,496,7933.8,15.995564516129,11910.28,24.0126612903226
"NHC","LHC","distant",1993,519,6196.23,11.9387861271676,9936.71,19.1458766859345
"NHC","LHC","distant",1994,545,6582.6,12.0781651376147,10306.59,18.9111743119266
"NHC","LHC","distant",1995,576,7668.58,13.3135069444444,10534.29,18.2886979166667
"NHC","LHC","distant",1996,581,7539.12,12.9761101549053,10559.62,18.1749053356282
"NHC","LHC","distant",1997,590,6727.32,11.4022372881356,10317.88,17.4879322033898
"NHC","LHC","distant",1998,633,6585.16,10.4030963665087,10264.23,16.2152132701422
"NHC","LHC","distant",1999,642,6031.52,9.39489096573209,9475.71,14.7596728971963
"NHC","LHC","distant",2000,626,5887.39,9.40477635782748,10007.78,15.9868690095847
"NHC","LHC","distant",2001,663,6590.33,9.94016591251885,11500.23,17.3457466063348
"NHC","LHC","distant",2002,705,7159.56,10.1554042553191,11723.66,16.629304964539
"NHC","LHC","distant",2003,721,10379.87,14.3964909847434,14341.79,19.8915256588072
"NHC","LHC","distant",2004,742,10568.35,14.2430592991914,12878.54,17.3565229110512
"NHC","LHC","distant",2005,706,19172.35,27.1563031161473,22733.47,32.2003824362606
"NHC","LHC","distant",2006,711,18228.47,25.6377918424754,20701.2,29.115611814346
"NHC","LHC","distant",2007,723,18184.88,25.1519778699862,19087.8,26.4008298755187
"NHC","LHC","distant",2008,730,17706.76,24.2558356164384,17737.15,24.2974657534247
"NHC","LHC","distant",2009,737,14322.61,19.4336635006784,15349.19,20.8265807327001
"NHC","LHC","distant",2010,755,14973.97,19.8330728476821,15952.29,21.1288609271523
"NHC","LHC","distant",2011,782,15795,20.1982097186701,15679.93,20.0510613810742
"NHC","LHC","distant",2012,766,15030.42,19.6219582245431,15414.56,20.1234464751958
"NHC","LHC","distant",2013,770,20699.82,26.8828831168831,20657.6,26.8280519480519
"NHC","LHC","distant",2014,746,18946.07,25.3968766756032,18774.27,25.166581769437
"NHC","LHC","distant",2015,769,17969.44,23.3672821846554,20259.65,26.3454486345904
"NHC","LHC","distant",2016,776,17629.33,22.7182087628866,20515.78,26.4378608247423
"NHC","LHC","distant",2017,772,16600.92,21.5037823834197,19041.86,24.665621761658
"NHC","LHC","distant",2018,767,17029.34,22.2025293350717,18538.87,24.1706258148631
"NHC","LHC","distant",2019,818,16631.37,20.3317481662592,18686.8,22.8444987775061
"NHC","LHC","distant",2020,846,16965.82,20.0541607565012,18413.56,21.7654373522459
"NHC","LHC","distant",2021,869,15865.08,18.2567088607595,15865.08,18.2567088607595
"NHC","NHC","adjacent",1989,1,1.45,1.45,2.56,2.56
"NHC","NHC","adjacent",1990,1,1.45,1.45,2.31,2.31
"NHC","NHC","adjacent",1991,1,1.45,1.45,2.23,2.23
"NHC","NHC","adjacent",1992,1,1.45,1.45,2.11,2.11
"NHC","NHC","adjacent",1993,1,1.45,1.45,2.17,2.17
"NHC","NHC","adjacent",1994,1,1.91,1.91,2.72,2.72
"NHC","NHC","adjacent",1995,1,1.45,1.45,1.85,1.85
"NHC","NHC","adjacent",1996,1,1.45,1.45,1.96,1.96
"NHC","NHC","adjacent",1997,1,1.45,1.45,2.1,2.1
"NHC","NHC","adjacent",1998,3,7.03,2.34333333333333,11.66,3.88666666666667
"NHC","NHC","adjacent",1999,3,10.37,3.45666666666667,18.42,6.14
"NHC","NHC","adjacent",2000,3,7.33,2.44333333333333,13.17,4.39
"NHC","NHC","adjacent",2001,3,6.01,2.00333333333333,9.88,3.29333333333333
"NHC","NHC","adjacent",2002,5,11.52,2.304,18.96,3.792
"NHC","NHC","adjacent",2003,7,16.56,2.36571428571429,25,3.57142857142857
"NHC","NHC","adjacent",2004,7,12.99,1.85571428571429,17.4,2.48571428571429
"NHC","NHC","adjacent",2005,7,27.79,3.97,33.8,4.82857142857143
"NHC","NHC","adjacent",2006,7,14.92,2.13142857142857,17.31,2.47285714285714
"NHC","NHC","adjacent",2007,7,32.15,4.59285714285714,31.98,4.56857142857143
"NHC","NHC","adjacent",2008,9,41.05,4.56111111111111,35.4,3.93333333333333
"NHC","NHC","adjacent",2009,9,29.9,3.32222222222222,30.59,3.39888888888889
"NHC","NHC","adjacent",2010,10,55.73,5.573,57.03,5.703
"NHC","NHC","adjacent",2011,10,65.92,6.592,63.6,6.36
"NHC","NHC","adjacent",2012,10,58.38,5.838,59.7,5.97
"NHC","NHC","adjacent",2013,10,69.12,6.912,69.01,6.901
"NHC","NHC","adjacent",2014,10,112.17,11.217,112.21,11.221
"NHC","NHC","adjacent",2015,10,76.97,7.697,88.04,8.804
"NHC","NHC","adjacent",2016,10,80.64,8.064,94.52,9.452
"NHC","NHC","adjacent",2017,10,128.05,12.805,143.44,14.344
"NHC","NHC","adjacent",2018,10,153.37,15.337,162.83,16.283
"NHC","NHC","adjacent",2019,10,185.03,18.503,201.86,20.186
"NHC","NHC","adjacent",2020,10,258.47,25.847,275.78,27.578
"NHC","NHC","adjacent",2021,10,252.39,25.239,252.39,25.239
"NHC","NHC","distant",1988,168,783.06,4.66107142857143,1496.12,8.90547619047619
"NHC","NHC","distant",1989,171,860.59,5.03269005847953,1672,9.77777777777778
"NHC","NHC","distant",1990,182,1298.68,7.1356043956044,2134.9,11.7302197802198
"NHC","NHC","distant",1991,204,1422.15,6.97132352941176,2292.51,11.2377941176471
"NHC","NHC","distant",1992,206,1661.35,8.06480582524272,2453.93,11.9122815533981
"NHC","NHC","distant",1993,207,1201.66,5.80512077294686,1890.93,9.13492753623188
"NHC","NHC","distant",1994,212,1028.87,4.85316037735849,1581.89,7.46174528301887
"NHC","NHC","distant",1995,238,1198.56,5.03596638655462,1653.79,6.9486974789916
"NHC","NHC","distant",1996,249,1234.4,4.9574297188755,1733.6,6.96224899598394
"NHC","NHC","distant",1997,247,1212.77,4.91,1874.89,7.59064777327935
"NHC","NHC","distant",1998,260,1045.72,4.022,1652.96,6.35753846153846
"NHC","NHC","distant",1999,258,1324.81,5.13492248062015,2205.95,8.55019379844961
"NHC","NHC","distant",2000,264,1168.95,4.42784090909091,2106.69,7.97988636363636
"NHC","NHC","distant",2001,272,1154.1,4.24301470588235,2106.24,7.7435294117647
"NHC","NHC","distant",2002,280,2216.21,7.91503571428571,3618.33,12.9226071428571
"NHC","NHC","distant",2003,299,1344.99,4.49829431438127,1928.63,6.45026755852843
"NHC","NHC","distant",2004,305,1593.91,5.22593442622951,2055.82,6.74039344262295
"NHC","NHC","distant",2005,292,1831.58,6.27253424657534,2286.94,7.83198630136986
"NHC","NHC","distant",2006,296,2118.65,7.15760135135135,2531.93,8.55381756756757
"NHC","NHC","distant",2007,303,1920.01,6.33666666666667,2091.17,6.90155115511551
"NHC","NHC","distant",2008,301,2572.79,8.54747508305648,2633.91,8.75053156146179
"NHC","NHC","distant",2009,292,1958.36,6.70671232876712,2096.24,7.17890410958904
"NHC","NHC","distant",2010,300,2151.12,7.1704,2289.72,7.6324
"NHC","NHC","distant",2011,296,1943.92,6.5672972972973,1903.84,6.43189189189189
"NHC","NHC","distant",2012,292,1805.62,6.1836301369863,1849.76,6.33479452054794
"NHC","NHC","distant",2013,298,1694.35,5.68573825503356,1680.24,5.63838926174497
"NHC","NHC","distant",2014,291,2227.69,7.65529209621993,2209.61,7.59316151202749
"NHC","NHC","distant",2015,287,2293.18,7.99017421602787,2662.7,9.27770034843206
"NHC","NHC","distant",2016,282,2107.52,7.47347517730496,2461.43,8.72847517730496
"NHC","NHC","distant",2017,284,3165.76,11.1470422535211,3585.96,12.6266197183099
"NHC","NHC","distant",2018,284,2996.63,10.551514084507,3250.45,11.4452464788732
"NHC","NHC","distant",2019,294,2751.02,9.35721088435374,3075.4,10.4605442176871
"NHC","NHC","distant",2020,311,2535.55,8.15289389067524,2751.44,8.84707395498392
"NHC","NHC","distant",2021,318,2878.95,9.05330188679245,2878.95,9.05330188679245
