"Sender.HCHL","Receiver.HCHL","Weight","Year","n","sum.value","avg.value.pair","sum.value.cnst","avg.value.pair.cnst"
"L_HHC","H_HHC","distant",2014,1,0.06,0.06,0.05,0.05
"L_HHC","H_HHC","distant",2015,2,0.14,0.07,0.13,0.065
"L_HHC","H_HHC","distant",2016,1,0.01,0.01,0.01,0.01
"L_HHC","H_HHC","distant",2017,2,0.04,0.02,0.04,0.02
"L_HHC","H_HHC","distant",2018,1,0.01,0.01,0.02,0.02
"L_HHC","H_HHC","distant",2019,1,0.02,0.02,0.03,0.03
"L_HHC","H_HHC","distant",2020,2,0.13,0.065,0.14,0.07
"L_HHC","H_LHC","distant",1992,1,0.01,0.01,0.01,0.01
"L_HHC","H_LHC","distant",1995,1,0.16,0.16,0.21,0.21
"L_HHC","H_LHC","distant",1999,1,0.03,0.03,0.04,0.04
"L_HHC","H_LHC","distant",2000,1,1.79,1.79,2.46,2.46
"L_HHC","H_LHC","distant",2001,2,0.06,0.03,0.1,0.05
"L_HHC","H_LHC","distant",2002,2,0.03,0.015,0.05,0.025
"L_HHC","H_LHC","distant",2003,3,0.06,0.02,0.08,0.0266666666666667
"L_HHC","H_LHC","distant",2004,4,10.46,2.615,11.3,2.825
"L_HHC","H_LHC","distant",2005,2,13.51,6.755,12.78,6.39
"L_HHC","H_LHC","distant",2006,2,11.6,5.8,10.7,5.35
"L_HHC","H_LHC","distant",2007,2,13.36,6.68,10.55,5.275
"L_HHC","H_LHC","distant",2008,1,0.52,0.52,0.37,0.37
"L_HHC","H_LHC","distant",2009,1,0.13,0.13,0.1,0.1
"L_HHC","H_LHC","distant",2010,1,0.42,0.42,0.3,0.3
"L_HHC","H_NHC","distant",1993,1,0.02,0.02,0.02,0.02
"L_HHC","H_NHC","distant",1998,1,0.01,0.01,0.01,0.01
"L_HHC","H_NHC","distant",2003,1,0.04,0.04,0.05,0.05
"L_HHC","L_HHC","adjacent",1991,1,0.3,0.3,0.39,0.39
"L_HHC","L_HHC","adjacent",1992,2,16.83,8.415,21.69,10.845
"L_HHC","L_HHC","adjacent",1993,2,5.61,2.805,6.87,3.435
"L_HHC","L_HHC","adjacent",1994,2,2.59,1.295,4.16,2.08
"L_HHC","L_HHC","adjacent",1995,2,10.29,5.145,13.54,6.77
"L_HHC","L_HHC","adjacent",1998,3,8.48,2.82666666666667,11.21,3.73666666666667
"L_HHC","L_HHC","adjacent",1999,2,3.28,1.64,4.52,2.26
"L_HHC","L_HHC","adjacent",2000,2,4.75,2.375,6.54,3.27
"L_HHC","L_HHC","adjacent",2001,3,4.18,1.39333333333333,7.4,2.46666666666667
"L_HHC","L_HHC","adjacent",2002,3,4.79,1.59666666666667,7.59,2.53
"L_HHC","L_HHC","adjacent",2003,2,4.03,2.015,5.14,2.57
"L_HHC","L_HHC","adjacent",2004,3,27.52,9.17333333333333,29.73,9.91
"L_HHC","L_HHC","adjacent",2005,3,34.34,11.4466666666667,32.47,10.8233333333333
"L_HHC","L_HHC","adjacent",2006,9,109.5,12.1666666666667,116.76,12.9733333333333
"L_HHC","L_HHC","adjacent",2007,9,93.79,10.4211111111111,88.95,9.88333333333333
"L_HHC","L_HHC","adjacent",2008,9,181.59,20.1766666666667,172.12,19.1244444444444
"L_HHC","L_HHC","adjacent",2009,9,69.98,7.77555555555556,63.6,7.06666666666667
"L_HHC","L_HHC","adjacent",2010,8,54.24,6.78,47.67,5.95875
"L_HHC","L_HHC","adjacent",2011,8,61.42,7.6775,52.61,6.57625
"L_HHC","L_HHC","adjacent",2012,8,50.42,6.3025,42.44,5.305
"L_HHC","L_HHC","adjacent",2013,8,78.8,9.85,69.32,8.665
"L_HHC","L_HHC","adjacent",2014,8,105.82,13.2275,98.02,12.2525
"L_HHC","L_HHC","adjacent",2015,9,60.76,6.75111111111111,66.15,7.35
"L_HHC","L_HHC","adjacent",2016,9,66.75,7.41666666666667,72.2,8.02222222222222
"L_HHC","L_HHC","adjacent",2017,9,67.25,7.47222222222222,73.73,8.19222222222222
"L_HHC","L_HHC","adjacent",2018,8,59.96,7.495,64.97,8.12125
"L_HHC","L_HHC","adjacent",2019,9,76.08,8.45333333333333,84.4,9.37777777777778
"L_HHC","L_HHC","adjacent",2020,9,58.59,6.51,64.43,7.15888888888889
"L_HHC","L_HHC","adjacent",2021,9,110.63,12.2922222222222,110.63,12.2922222222222
"L_HHC","L_HHC","distant",1991,1,7.8,7.8,10.02,10.02
"L_HHC","L_HHC","distant",1992,3,37.81,12.6033333333333,48.72,16.24
"L_HHC","L_HHC","distant",1993,9,13.64,1.51555555555556,16.7,1.85555555555556
"L_HHC","L_HHC","distant",1994,3,1.55,0.516666666666667,2.5,0.833333333333333
"L_HHC","L_HHC","distant",1995,4,3.24,0.81,4.26,1.065
"L_HHC","L_HHC","distant",1998,7,9.56,1.36571428571429,12.64,1.80571428571429
"L_HHC","L_HHC","distant",1999,5,9.73,1.946,13.42,2.684
"L_HHC","L_HHC","distant",2000,8,2.89,0.36125,3.98,0.4975
"L_HHC","L_HHC","distant",2001,13,2.8,0.215384615384615,4.98,0.383076923076923
"L_HHC","L_HHC","distant",2002,6,4.7,0.783333333333333,7.45,1.24166666666667
"L_HHC","L_HHC","distant",2003,7,3.33,0.475714285714286,4.25,0.607142857142857
"L_HHC","L_HHC","distant",2004,18,56.72,3.15111111111111,61.26,3.40333333333333
"L_HHC","L_HHC","distant",2005,19,133.45,7.02368421052632,126.16,6.64
"L_HHC","L_HHC","distant",2006,44,226.38,5.145,209.14,4.75318181818182
"L_HHC","L_HHC","distant",2007,56,122.46,2.18678571428571,97.16,1.735
"L_HHC","L_HHC","distant",2008,70,145.13,2.07328571428571,103.64,1.48057142857143
"L_HHC","L_HHC","distant",2009,61,168.16,2.75672131147541,134.35,2.20245901639344
"L_HHC","L_HHC","distant",2010,60,186.66,3.111,135.1,2.25166666666667
"L_HHC","L_HHC","distant",2011,57,239,4.19298245614035,177.79,3.11912280701754
"L_HHC","L_HHC","distant",2012,59,354.34,6.00576271186441,262.99,4.45745762711864
"L_HHC","L_HHC","distant",2013,71,415.39,5.85056338028169,308.42,4.34394366197183
"L_HHC","L_HHC","distant",2014,70,484.21,6.91728571428571,384.57,5.49385714285714
"L_HHC","L_HHC","distant",2015,65,554.9,8.53692307692308,509.23,7.83430769230769
"L_HHC","L_HHC","distant",2016,71,174.32,2.45521126760563,164.22,2.31295774647887
"L_HHC","L_HHC","distant",2017,82,177.37,2.1630487804878,181.56,2.21414634146341
"L_HHC","L_HHC","distant",2018,70,192.01,2.743,222.84,3.18342857142857
"L_HHC","L_HHC","distant",2019,82,141.35,1.72378048780488,168.77,2.05817073170732
"L_HHC","L_HHC","distant",2020,95,178.07,1.87442105263158,227.04,2.38989473684211
"L_HHC","L_HHC","distant",2021,53,128.77,2.42962264150943,128.77,2.42962264150943
"L_HHC","L_LHC","adjacent",1992,1,0.13,0.13,0.17,0.17
"L_HHC","L_LHC","adjacent",1993,2,0.17,0.085,0.21,0.105
"L_HHC","L_LHC","adjacent",1994,1,0.01,0.01,0.02,0.02
"L_HHC","L_LHC","adjacent",1995,2,24.16,12.08,31.8,15.9
"L_HHC","L_LHC","adjacent",1998,2,0.13,0.065,0.18,0.09
"L_HHC","L_LHC","adjacent",2000,2,0.09,0.045,0.12,0.06
"L_HHC","L_LHC","adjacent",2001,3,0.22,0.0733333333333333,0.39,0.13
"L_HHC","L_LHC","adjacent",2002,3,0.16,0.0533333333333333,0.26,0.0866666666666667
"L_HHC","L_LHC","adjacent",2003,3,2.37,0.79,3.02,1.00666666666667
"L_HHC","L_LHC","adjacent",2004,3,38.73,12.91,41.85,13.95
"L_HHC","L_LHC","adjacent",2005,3,21.39,7.13,20.23,6.74333333333333
"L_HHC","L_LHC","adjacent",2006,4,27.65,6.9125,25.52,6.38
"L_HHC","L_LHC","adjacent",2007,4,59.82,14.955,47.23,11.8075
"L_HHC","L_LHC","adjacent",2008,4,67.27,16.8175,47.73,11.9325
"L_HHC","L_LHC","adjacent",2009,4,70.76,17.69,56.23,14.0575
"L_HHC","L_LHC","adjacent",2010,4,65.47,16.3675,47.16,11.79
"L_HHC","L_LHC","adjacent",2011,4,201.21,50.3025,149.36,37.34
"L_HHC","L_LHC","adjacent",2012,4,1052.15,263.0375,779.17,194.7925
"L_HHC","L_LHC","adjacent",2013,4,1679.54,419.885,1244.28,311.07
"L_HHC","L_LHC","adjacent",2014,4,2338.15,584.5375,1853.57,463.3925
"L_HHC","L_LHC","adjacent",2015,4,2699.91,674.9775,2468.83,617.2075
"L_HHC","L_LHC","adjacent",2016,4,5861.36,1465.34,5501.85,1375.4625
"L_HHC","L_LHC","adjacent",2017,4,7259.35,1814.8375,7411.63,1852.9075
"L_HHC","L_LHC","adjacent",2018,4,6703.34,1675.835,7794.06,1948.515
"L_HHC","L_LHC","adjacent",2019,5,7247.96,1449.592,8693.35,1738.67
"L_HHC","L_LHC","adjacent",2020,6,7122.72,1187.12,9183.53,1530.58833333333
"L_HHC","L_LHC","adjacent",2021,4,6724.57,1681.1425,6724.57,1681.1425
"L_HHC","L_LHC","distant",1992,6,13.77,2.295,17.75,2.95833333333333
"L_HHC","L_LHC","distant",1993,19,18.62,0.98,22.78,1.19894736842105
"L_HHC","L_LHC","distant",1994,10,12.63,1.263,20.3,2.03
"L_HHC","L_LHC","distant",1995,9,21.37,2.37444444444444,28.11,3.12333333333333
"L_HHC","L_LHC","distant",1998,14,19.12,1.36571428571429,25.29,1.80642857142857
"L_HHC","L_LHC","distant",1999,11,17.33,1.57545454545455,23.91,2.17363636363636
"L_HHC","L_LHC","distant",2000,16,6.34,0.39625,8.73,0.545625
"L_HHC","L_LHC","distant",2001,16,4.77,0.298125,8.44,0.5275
"L_HHC","L_LHC","distant",2002,13,11.53,0.886923076923077,18.28,1.40615384615385
"L_HHC","L_LHC","distant",2003,13,8.45,0.65,10.79,0.83
"L_HHC","L_LHC","distant",2004,21,75.36,3.58857142857143,81.41,3.87666666666667
"L_HHC","L_LHC","distant",2005,22,254.26,11.5572727272727,240.41,10.9277272727273
"L_HHC","L_LHC","distant",2006,55,236.69,4.30345454545454,218.7,3.97636363636364
"L_HHC","L_LHC","distant",2007,56,227.93,4.07017857142857,180.31,3.21982142857143
"L_HHC","L_LHC","distant",2008,70,370.47,5.29242857142857,263.39,3.76271428571429
"L_HHC","L_LHC","distant",2009,66,279.9,4.24090909090909,222.98,3.37848484848485
"L_HHC","L_LHC","distant",2010,69,419.09,6.07376811594203,302.4,4.38260869565217
"L_HHC","L_LHC","distant",2011,68,529.89,7.7925,393.67,5.78926470588235
"L_HHC","L_LHC","distant",2012,69,855.06,12.3921739130435,633.49,9.18101449275362
"L_HHC","L_LHC","distant",2013,77,840.71,10.9183116883117,623.31,8.09493506493506
"L_HHC","L_LHC","distant",2014,70,283.69,4.05271428571429,225.27,3.21814285714286
"L_HHC","L_LHC","distant",2015,66,182.41,2.76378787878788,167.36,2.53575757575758
"L_HHC","L_LHC","distant",2016,75,165.07,2.20093333333333,155.31,2.0708
"L_HHC","L_LHC","distant",2017,78,182.54,2.34025641025641,186.73,2.39397435897436
"L_HHC","L_LHC","distant",2018,76,207.6,2.73157894736842,241.17,3.17328947368421
"L_HHC","L_LHC","distant",2019,81,199.6,2.4641975308642,239.06,2.95135802469136
"L_HHC","L_LHC","distant",2020,91,125.7,1.38131868131868,160.18,1.76021978021978
"L_HHC","L_LHC","distant",2021,66,118.86,1.80090909090909,118.86,1.80090909090909
"L_HHC","L_NHC","adjacent",1993,1,0.39,0.39,0.48,0.48
"L_HHC","L_NHC","adjacent",1994,1,0.06,0.06,0.1,0.1
"L_HHC","L_NHC","adjacent",1995,1,0.02,0.02,0.03,0.03
"L_HHC","L_NHC","adjacent",1998,1,1.37,1.37,1.81,1.81
"L_HHC","L_NHC","adjacent",1999,1,0.35,0.35,0.48,0.48
"L_HHC","L_NHC","adjacent",2000,1,0.96,0.96,1.32,1.32
"L_HHC","L_NHC","adjacent",2001,1,0.5,0.5,0.88,0.88
"L_HHC","L_NHC","adjacent",2002,1,1.99,1.99,3.15,3.15
"L_HHC","L_NHC","adjacent",2003,1,3.27,3.27,4.17,4.17
"L_HHC","L_NHC","adjacent",2004,1,6.1,6.1,6.59,6.59
"L_HHC","L_NHC","adjacent",2005,1,9.92,9.92,9.38,9.38
"L_HHC","L_NHC","adjacent",2006,1,12.42,12.42,11.46,11.46
"L_HHC","L_NHC","adjacent",2007,1,7.56,7.56,5.97,5.97
"L_HHC","L_NHC","adjacent",2008,1,7.96,7.96,5.65,5.65
"L_HHC","L_NHC","adjacent",2009,1,6.92,6.92,5.5,5.5
"L_HHC","L_NHC","adjacent",2010,1,5.25,5.25,3.78,3.78
"L_HHC","L_NHC","adjacent",2011,1,6.01,6.01,4.46,4.46
"L_HHC","L_NHC","adjacent",2012,1,4.94,4.94,3.66,3.66
"L_HHC","L_NHC","adjacent",2013,1,5.42,5.42,4.02,4.02
"L_HHC","L_NHC","adjacent",2014,1,4.81,4.81,3.81,3.81
"L_HHC","L_NHC","adjacent",2015,1,8.82,8.82,8.07,8.07
"L_HHC","L_NHC","adjacent",2016,1,4.72,4.72,4.43,4.43
"L_HHC","L_NHC","adjacent",2017,1,5.29,5.29,5.4,5.4
"L_HHC","L_NHC","adjacent",2018,1,1.82,1.82,2.12,2.12
"L_HHC","L_NHC","adjacent",2019,1,2.6,2.6,3.12,3.12
"L_HHC","L_NHC","adjacent",2020,1,2.28,2.28,2.94,2.94
"L_HHC","L_NHC","adjacent",2021,1,1.24,1.24,1.24,1.24
"L_HHC","L_NHC","distant",1992,2,0.03,0.015,0.04,0.02
"L_HHC","L_NHC","distant",1993,8,0.65,0.08125,0.8,0.1
"L_HHC","L_NHC","distant",1994,2,0.71,0.355,1.14,0.57
"L_HHC","L_NHC","distant",1995,2,0.47,0.235,0.62,0.31
"L_HHC","L_NHC","distant",1998,6,2.5,0.416666666666667,3.31,0.551666666666667
"L_HHC","L_NHC","distant",1999,5,0.53,0.106,0.73,0.146
"L_HHC","L_NHC","distant",2000,6,1.28,0.213333333333333,1.76,0.293333333333333
"L_HHC","L_NHC","distant",2001,7,1.87,0.267142857142857,3.3,0.471428571428571
"L_HHC","L_NHC","distant",2002,4,0.67,0.1675,1.06,0.265
"L_HHC","L_NHC","distant",2003,6,5.59,0.931666666666667,7.14,1.19
"L_HHC","L_NHC","distant",2004,8,9.27,1.15875,10,1.25
"L_HHC","L_NHC","distant",2005,10,24.44,2.444,23.12,2.312
"L_HHC","L_NHC","distant",2006,23,21.5,0.934782608695652,19.91,0.865652173913043
"L_HHC","L_NHC","distant",2007,22,23.95,1.08863636363636,19.03,0.865
"L_HHC","L_NHC","distant",2008,30,92.24,3.07466666666667,75.93,2.531
"L_HHC","L_NHC","distant",2009,25,20.04,0.8016,16.1,0.644
"L_HHC","L_NHC","distant",2010,30,22.33,0.744333333333333,16.29,0.543
"L_HHC","L_NHC","distant",2011,28,26.87,0.959642857142857,20.11,0.718214285714286
"L_HHC","L_NHC","distant",2012,27,28.58,1.05851851851852,21.33,0.79
"L_HHC","L_NHC","distant",2013,31,52.83,1.7041935483871,39.32,1.26838709677419
"L_HHC","L_NHC","distant",2014,28,51.24,1.83,40.98,1.46357142857143
"L_HHC","L_NHC","distant",2015,30,54.5,1.81666666666667,49.91,1.66366666666667
"L_HHC","L_NHC","distant",2016,28,31.59,1.12821428571429,29.77,1.06321428571429
"L_HHC","L_NHC","distant",2017,35,41.93,1.198,42.89,1.22542857142857
"L_HHC","L_NHC","distant",2018,31,36.58,1.18,42.45,1.36935483870968
"L_HHC","L_NHC","distant",2019,34,32.95,0.969117647058824,39.44,1.16
"L_HHC","L_NHC","distant",2020,44,22.35,0.507954545454545,28.09,0.638409090909091
"L_HHC","L_NHC","distant",2021,27,17.72,0.656296296296296,17.72,0.656296296296296
"L_LHC","H_HHC","distant",2017,1,0.05,0.05,0.06,0.06
"L_LHC","L_HHC","adjacent",2014,1,6.5,6.5,6.63,6.63
"L_LHC","L_HHC","adjacent",2015,1,0.32,0.32,0.37,0.37
"L_LHC","L_HHC","adjacent",2016,3,2.26,0.753333333333333,2.58,0.86
"L_LHC","L_HHC","adjacent",2017,2,3.19,1.595,3.58,1.79
"L_LHC","L_HHC","adjacent",2018,2,1.6,0.8,1.72,0.86
"L_LHC","L_HHC","adjacent",2019,2,1.23,0.615,1.35,0.675
"L_LHC","L_HHC","adjacent",2020,2,5.31,2.655,5.65,2.825
"L_LHC","L_HHC","adjacent",2021,2,3.67,1.835,3.67,1.835
"L_LHC","L_HHC","distant",2013,4,0.47,0.1175,0.47,0.1175
"L_LHC","L_HHC","distant",2014,7,1.89,0.27,1.92,0.274285714285714
"L_LHC","L_HHC","distant",2015,7,6.91,0.987142857142857,7.83,1.11857142857143
"L_LHC","L_HHC","distant",2016,4,1.19,0.2975,1.36,0.34
"L_LHC","L_HHC","distant",2017,5,1.7,0.34,1.9,0.38
"L_LHC","L_HHC","distant",2018,6,4.13,0.688333333333333,4.43,0.738333333333333
"L_LHC","L_HHC","distant",2019,7,2.74,0.391428571428571,3,0.428571428571429
"L_LHC","L_HHC","distant",2020,8,5.43,0.67875,5.78,0.7225
"L_LHC","L_HHC","distant",2021,11,6.28,0.570909090909091,6.28,0.570909090909091
"L_LHC","L_LHC","adjacent",2012,1,0.03,0.03,0.03,0.03
"L_LHC","L_LHC","adjacent",2014,1,0.05,0.05,0.05,0.05
"L_LHC","L_LHC","adjacent",2015,1,0.11,0.11,0.12,0.12
"L_LHC","L_LHC","adjacent",2016,1,0.21,0.21,0.24,0.24
"L_LHC","L_LHC","adjacent",2017,1,0.07,0.07,0.08,0.08
"L_LHC","L_LHC","adjacent",2018,1,0.54,0.54,0.58,0.58
"L_LHC","L_LHC","adjacent",2019,1,0.62,0.62,0.68,0.68
"L_LHC","L_LHC","adjacent",2020,2,0.96,0.48,1.02,0.51
"L_LHC","L_LHC","adjacent",2021,1,1.24,1.24,1.24,1.24
"L_LHC","L_LHC","distant",2011,1,6.4,6.4,6.45,6.45
"L_LHC","L_LHC","distant",2012,1,0.13,0.13,0.13,0.13
"L_LHC","L_LHC","distant",2013,3,0.84,0.28,0.85,0.283333333333333
"L_LHC","L_LHC","distant",2014,5,13.36,2.672,13.63,2.726
"L_LHC","L_LHC","distant",2015,7,8.91,1.27285714285714,10.1,1.44285714285714
"L_LHC","L_LHC","distant",2016,6,5.1,0.85,5.81,0.968333333333333
"L_LHC","L_LHC","distant",2017,6,3.26,0.543333333333333,3.63,0.605
"L_LHC","L_LHC","distant",2018,5,5.59,1.118,6.01,1.202
"L_LHC","L_LHC","distant",2019,7,0.83,0.118571428571429,0.91,0.13
"L_LHC","L_LHC","distant",2020,6,0.64,0.106666666666667,0.68,0.113333333333333
"L_LHC","L_LHC","distant",2021,9,5.07,0.563333333333333,5.07,0.563333333333333
"L_LHC","L_NHC","adjacent",2014,1,0.13,0.13,0.13,0.13
"L_LHC","L_NHC","adjacent",2015,1,0.09,0.09,0.1,0.1
"L_LHC","L_NHC","adjacent",2016,1,0.19,0.19,0.22,0.22
"L_LHC","L_NHC","adjacent",2017,1,0.4,0.4,0.45,0.45
"L_LHC","L_NHC","adjacent",2018,1,0.62,0.62,0.67,0.67
"L_LHC","L_NHC","adjacent",2019,1,0.22,0.22,0.24,0.24
"L_LHC","L_NHC","adjacent",2020,1,0.32,0.32,0.34,0.34
"L_LHC","L_NHC","adjacent",2021,1,0.18,0.18,0.18,0.18
"L_LHC","L_NHC","distant",2014,4,0.7,0.175,0.72,0.18
"L_LHC","L_NHC","distant",2015,4,1.78,0.445,2.02,0.505
"L_LHC","L_NHC","distant",2016,4,0.48,0.12,0.56,0.14
"L_LHC","L_NHC","distant",2017,4,0.39,0.0975,0.44,0.11
"L_LHC","L_NHC","distant",2018,4,1.19,0.2975,1.28,0.32
"L_LHC","L_NHC","distant",2019,7,0.64,0.0914285714285714,0.69,0.0985714285714286
"L_LHC","L_NHC","distant",2020,5,0.48,0.096,0.5,0.1
"L_LHC","L_NHC","distant",2021,4,0.51,0.1275,0.51,0.1275
"L_NHC","H_HHC","distant",2020,1,0.05,0.05,0.05,0.05
"L_NHC","H_HHC","distant",2021,1,0.02,0.02,0.02,0.02
"L_NHC","L_HHC","distant",2008,2,2.09,1.045,2.18,1.09
"L_NHC","L_HHC","distant",2009,3,0.94,0.313333333333333,1.01,0.336666666666667
"L_NHC","L_HHC","distant",2010,15,2.1,0.14,2.24,0.149333333333333
"L_NHC","L_HHC","distant",2011,20,3,0.15,3.01,0.1505
"L_NHC","L_HHC","distant",2012,20,5.75,0.2875,5.94,0.297
"L_NHC","L_HHC","distant",2013,15,1.66,0.110666666666667,1.68,0.112
"L_NHC","L_HHC","distant",2014,18,1.92,0.106666666666667,1.95,0.108333333333333
"L_NHC","L_HHC","distant",2015,24,5.4,0.225,6.08,0.253333333333333
"L_NHC","L_HHC","distant",2016,22,6.83,0.310454545454545,7.79,0.354090909090909
"L_NHC","L_HHC","distant",2017,19,8.28,0.435789473684211,9.27,0.487894736842105
"L_NHC","L_HHC","distant",2018,19,10.83,0.57,11.64,0.612631578947368
"L_NHC","L_HHC","distant",2019,18,12.02,0.667777777777778,13.16,0.731111111111111
"L_NHC","L_HHC","distant",2020,25,7.83,0.3132,8.33,0.3332
"L_NHC","L_HHC","distant",2021,22,7.54,0.342727272727273,7.54,0.342727272727273
"L_NHC","L_LHC","distant",2008,4,1.12,0.28,1.17,0.2925
"L_NHC","L_LHC","distant",2009,2,0.21,0.105,0.23,0.115
"L_NHC","L_LHC","distant",2010,22,1.68,0.0763636363636364,1.78,0.0809090909090909
"L_NHC","L_LHC","distant",2011,34,3.78,0.111176470588235,3.78,0.111176470588235
"L_NHC","L_LHC","distant",2012,31,4.69,0.151290322580645,4.84,0.156129032258065
"L_NHC","L_LHC","distant",2013,30,2.44,0.0813333333333333,2.48,0.0826666666666667
"L_NHC","L_LHC","distant",2014,29,2.34,0.0806896551724138,2.42,0.083448275862069
"L_NHC","L_LHC","distant",2015,32,4.97,0.1553125,5.64,0.17625
"L_NHC","L_LHC","distant",2016,29,2.6,0.0896551724137931,2.96,0.102068965517241
"L_NHC","L_LHC","distant",2017,31,2.25,0.0725806451612903,2.5,0.0806451612903226
"L_NHC","L_LHC","distant",2018,32,3.91,0.1221875,4.19,0.1309375
"L_NHC","L_LHC","distant",2019,30,3.2,0.106666666666667,3.47,0.115666666666667
"L_NHC","L_LHC","distant",2020,35,5.12,0.146285714285714,5.48,0.156571428571429
"L_NHC","L_LHC","distant",2021,34,5.36,0.157647058823529,5.36,0.157647058823529
"L_NHC","L_NHC","adjacent",2008,2,1.09,0.545,1.14,0.57
"L_NHC","L_NHC","adjacent",2009,2,0.29,0.145,0.32,0.16
"L_NHC","L_NHC","adjacent",2010,3,21.06,7.02,22.52,7.50666666666667
"L_NHC","L_NHC","adjacent",2011,3,20.35,6.78333333333333,20.52,6.84
"L_NHC","L_NHC","adjacent",2012,3,19.81,6.60333333333333,20.45,6.81666666666667
"L_NHC","L_NHC","adjacent",2013,3,15.04,5.01333333333333,15.39,5.13
"L_NHC","L_NHC","adjacent",2014,3,64.11,21.37,65.45,21.8166666666667
"L_NHC","L_NHC","adjacent",2015,3,20.77,6.92333333333333,23.55,7.85
"L_NHC","L_NHC","adjacent",2016,3,30.44,10.1466666666667,34.73,11.5766666666667
"L_NHC","L_NHC","adjacent",2017,3,26.65,8.88333333333333,29.85,9.95
"L_NHC","L_NHC","adjacent",2018,3,41.44,13.8133333333333,44.53,14.8433333333333
"L_NHC","L_NHC","adjacent",2019,3,46.34,15.4466666666667,50.73,16.91
"L_NHC","L_NHC","adjacent",2020,3,58.8,19.6,62.52,20.84
"L_NHC","L_NHC","adjacent",2021,3,69.92,23.3066666666667,69.92,23.3066666666667
"L_NHC","L_NHC","distant",2009,1,2.66,2.66,2.87,2.87
"L_NHC","L_NHC","distant",2010,5,0.17,0.034,0.18,0.036
"L_NHC","L_NHC","distant",2011,7,0.53,0.0757142857142857,0.53,0.0757142857142857
"L_NHC","L_NHC","distant",2012,6,0.75,0.125,0.77,0.128333333333333
"L_NHC","L_NHC","distant",2013,8,0.24,0.03,0.24,0.03
"L_NHC","L_NHC","distant",2014,5,0.27,0.054,0.27,0.054
"L_NHC","L_NHC","distant",2015,5,0.32,0.064,0.37,0.074
"L_NHC","L_NHC","distant",2016,9,0.3,0.0333333333333333,0.35,0.0388888888888889
"L_NHC","L_NHC","distant",2017,9,0.27,0.03,0.3,0.0333333333333333
"L_NHC","L_NHC","distant",2018,7,0.23,0.0328571428571429,0.24,0.0342857142857143
"L_NHC","L_NHC","distant",2019,8,0.33,0.04125,0.36,0.045
"L_NHC","L_NHC","distant",2020,11,0.43,0.0390909090909091,0.46,0.0418181818181818
"L_NHC","L_NHC","distant",2021,12,0.58,0.0483333333333333,0.58,0.0483333333333333
